customerId,averageAmount
CS2897,74.25
CS7461,41.266666666666666
CS7451,39.166666666666664
CS2745,63.541666666666664
CS3962,76.5
CS1504,63.46153846153846
CS1337,75.81818181818181
CS5455,67.45
CS5829,66.15
CS8586,51.333333333333336
CS8661,41.5
CS2065,62.88235294117647
CS7884,41.0
CS1123,70.05263157894737
CS4770,63.0
CS4585,74.33333333333333
CS7856,51.4
CS4490,65.34782608695652
CS5168,72.9
CS8491,42.27272727272727
CS8171,44.77777777777778
CS3080,66.5
CS5325,69.04
CS8767,43.93333333333333
CS5195,68.52631578947368
CS7338,44.90909090909091
CS5635,67.52173913043478
CS4055,62.529411764705884
CS3153,73.94444444444444
CS3342,74.88888888888889
CS5049,70.67857142857143
CS1231,76.08695652173913
CS4721,66.91666666666667
CS8813,41.8
CS1705,73.95238095238095
CS2552,67.66666666666667
CS4309,64.0
CS8885,47.125
CS4358,71.2
CS2110,64.58823529411765
CS3518,62.4
CS4020,72.125
CS8327,39.86666666666667
CS6056,76.5
CS5418,67.9375
CS5233,72.27272727272727
CS1279,67.19047619047619
CS3661,67.25
CS5238,71.96428571428571
CS5407,72.11764705882354
CS1960,74.94736842105263
CS2713,66.45
CS3522,67.45454545454545
CS5754,69.29166666666667
CS3704,69.88235294117646
CS5190,67.61904761904762
CS3203,73.27777777777777
CS7411,42.8
CS3403,69.81818181818181
CS4495,67.03448275862068
CS8671,46.8
CS4540,73.78125
CS5261,66.55555555555556
CS4961,65.0
CS2597,70.19047619047619
CS2925,71.21428571428571
CS2236,61.88
CS7957,36.30769230769231
CS3263,70.75
CS5869,67.93333333333334
CS7691,45.18181818181818
CS8106,38.55555555555556
CS3987,71.94736842105263
CS1737,75.52173913043478
CS1777,74.57142857142857
CS8103,44.27272727272727
CS5180,75.0
CS2777,72.85
CS1925,71.42857142857143
CS2440,73.54545454545455
CS5643,71.86363636363636
CS8257,48.72222222222222
CS5765,68.22222222222223
CS7188,42.54545454545455
CS6039,69.83333333333333
CS4894,68.66666666666667
CS2157,80.5
CS4080,71.56521739130434
CS5038,66.81818181818181
CS1649,74.8125
CS8395,40.57142857142857
CS2580,59.35
CS3692,72.16
CS5997,73.78571428571429
CS5646,63.6
CS3334,66.95
CS1806,68.33333333333333
CS5086,61.285714285714285
CS3993,69.25
CS1839,70.1875
CS4201,76.41176470588235
CS3064,64.77272727272727
CS5364,67.18518518518519
CS8108,42.0
CS3612,63.46153846153846
CS7358,46.5
CS1477,65.83333333333333
CS8994,46.8125
CS2889,69.81818181818181
CS4776,73.31818181818181
CS3252,69.26666666666667
CS1416,75.65
CS2944,72.88235294117646
CS3672,77.3
CS4710,71.52380952380952
CS4132,67.05263157894737
CS3280,69.61111111111111
CS5266,71.77272727272727
CS3711,77.16666666666667
CS8026,35.294117647058826
CS8951,42.72727272727273
CS3137,70.6470588235294
CS5227,68.75
CS5898,67.0
CS1156,72.25
CS1746,72.23076923076923
CS1332,69.3103448275862
CS4749,72.55555555555556
CS8648,31.142857142857142
CS5858,67.70833333333333
CS5534,71.75
CS2914,68.92307692307692
CS4482,71.75
CS4990,70.3
CS5818,68.47619047619048
CS6009,67.06896551724138
CS4302,67.94117647058823
CS9000,41.0
CS1740,76.08
CS2972,68.47368421052632
CS4855,69.16666666666667
CS7141,42.526315789473685
CS5013,72.11111111111111
CS2332,56.8125
CS4709,68.94117647058823
CS8178,43.75
CS5638,70.66666666666667
CS7385,48.07692307692308
CS3623,69.95454545454545
CS6068,72.08695652173913
CS4596,72.78947368421052
CS2370,67.61904761904762
CS6079,69.36363636363636
CS4814,75.52631578947368
CS3924,74.10714285714286
CS5992,67.76470588235294
CS3331,70.25
CS7152,38.3125
CS1265,80.57142857142857
CS4184,70.61538461538461
CS5157,66.95454545454545
CS4388,75.89473684210526
CS7845,46.888888888888886
CS2720,61.61904761904762
CS2794,77.78260869565217
CS3952,66.11111111111111
CS5940,68.9375
CS3083,62.88235294117647
CS5873,69.57142857142857
CS6104,65.85714285714286
CS3162,58.705882352941174
CS7270,47.05263157894737
CS1755,68.47058823529412
CS8209,46.0
CS4135,67.21428571428571
CS2091,74.29166666666667
CS3348,72.28571428571429
CS3353,70.11538461538461
CS8021,52.36363636363637
CS2121,66.94444444444444
CS4205,67.0
CS1715,65.7
CS2790,78.73684210526316
CS3740,63.0
CS3572,69.63157894736842
CS4637,77.21052631578948
CS3528,67.0
CS4793,68.96296296296296
CS8795,37.083333333333336
CS4518,74.58823529411765
CS3634,67.2
CS8972,41.8
CS1953,76.7
CS7166,37.125
CS7935,41.53333333333333
CS5179,73.78571428571429
CS6100,70.22222222222223
CS2247,66.94117647058823
CS3720,68.3529411764706
CS1406,68.22222222222223
CS3360,64.0909090909091
CS2351,73.0
CS4798,79.66666666666667
CS8250,45.06666666666667
CS7224,47.75
CS1878,77.17391304347827
CS2569,73.875
CS4100,68.29411764705883
CS3131,73.57142857142857
CS7497,50.714285714285715
CS5187,72.25
CS1765,77.07142857142857
CS3763,73.4
CS7574,49.5
CS5999,69.46153846153847
CS4866,78.26315789473684
CS1936,72.0
CS3274,70.15384615384616
CS5375,67.44827586206897
CS5665,68.82608695652173
CS4921,75.66666666666667
CS1541,75.76666666666667
CS8431,32.0
CS1638,69.0
CS1271,67.32
CS2736,69.32
CS3689,72.14285714285714
CS1978,71.61290322580645
CS1841,65.29411764705883
CS3468,76.25
CS1423,59.1
CS2936,62.53846153846154
CS3007,70.4375
CS4574,75.21428571428571
CS5072,67.8125
CS4379,67.25
CS2310,72.67857142857143
CS4548,66.33333333333333
CS5206,71.5
CS4240,71.7
CS8300,44.30769230769231
CS2391,70.72
CS1817,73.05555555555556
CS3587,69.80952380952381
CS8120,54.625
CS4111,73.3076923076923
CS1134,72.875
CS5097,67.57692307692308
CS2950,67.0
CS7235,51.0
CS2605,65.66666666666667
CS4230,66.76190476190476
CS4713,73.41666666666667
CS2589,72.1
CS3465,64.3
CS1989,67.6842105263158
CS5356,72.35
CS5007,63.25
CS5919,69.29411764705883
CS1899,66.27272727272727
CS4420,82.0
CS1194,68.4090909090909
CS4877,73.5
CS5512,75.0
CS3780,61.07692307692308
CS4143,66.28571428571429
CS4364,60.5
CS5832,66.4
CS8210,47.416666666666664
CS4558,71.44
CS1290,81.25
CS4431,68.91304347826087
CS8650,52.15384615384615
CS4293,69.0
CS7534,41.27272727272727
CS4787,67.55
CS4066,70.63636363636364
CS3971,65.45
CS6024,69.8
CS1260,74.65384615384616
CS8892,53.3
CS3941,68.47826086956522
CS4286,70.73333333333333
CS4443,70.4
CS7646,41.22222222222222
CS2428,72.3
CS3454,68.28571428571429
CS8802,46.0
CS8160,53.8
CS5523,71.3913043478261
CS3957,67.78947368421052
CS4686,75.65217391304348
CS1242,72.53846153846153
CS4738,69.88888888888889
CS8402,45.57142857142857
CS4977,71.18181818181819
CS4825,74.05263157894737
CS7433,39.77777777777778
CS3507,70.26666666666667
CS7589,28.3
CS5391,71.36842105263158
CS5807,78.15
CS8843,47.083333333333336
CS1167,70.75
CS2020,73.94444444444444
CS4792,68.4
CS2311,73.38888888888889
CS5217,72.0
CS7379,48.30769230769231
CS5557,77.0
CS5136,74.68181818181819
CS5433,68.05263157894737
CS7946,47.23076923076923
CS5959,75.44444444444444
CS5255,72.11111111111111
CS3560,73.65
CS5389,68.44444444444444
CS8655,51.1875
CS8557,45.07692307692308
CS2089,72.63636363636364
CS2993,74.375
CS4276,73.47619047619048
CS6013,78.0
CS8839,48.4
CS4077,62.84615384615385
CS6064,78.22727272727273
CS5119,77.58823529411765
CS1491,73.17647058823529
CS3247,76.04761904761905
CS1315,68.66666666666667
CS7473,43.642857142857146
CS8434,46.44444444444444
CS3030,68.65217391304348
CS3844,70.18181818181819
CS1623,68.34615384615384
CS8451,50.0
CS4146,66.33333333333333
CS8145,39.25
CS2467,62.61538461538461
CS2074,73.0
CS1480,73.58823529411765
CS8520,41.333333333333336
CS7230,50.2
CS2574,66.0
CS1685,71.31818181818181
CS7685,44.25
CS5776,78.21052631578948
CS1253,82.29411764705883
CS5657,62.583333333333336
CS2875,67.13333333333334
CS4023,72.44
CS4752,61.1578947368421
CS2132,69.5
CS1942,72.66666666666667
CS5108,69.14285714285714
CS8091,43.125
CS5608,67.75
CS5792,67.78571428571429
CS3420,63.142857142857146
CS5654,64.64
CS2735,69.73076923076923
CS2135,75.4074074074074
CS1142,83.95454545454545
CS3801,71.1
CS2108,69.125
CS5068,68.18181818181819
CS4503,69.78260869565217
CS5887,74.52941176470588
CS5472,73.85714285714286
CS3870,79.14285714285714
CS5847,65.125
CS8429,44.0
CS8568,50.2
CS4860,70.82608695652173
CS5444,63.26086956521739
CS8789,45.94117647058823
CS4329,76.7
CS2193,71.125
CS1326,71.85185185185185
CS8829,49.785714285714285
CS1235,68.5
CS4871,77.15384615384616
CS3927,71.3076923076923
CS8559,39.25
CS8824,48.6
CS4926,72.9375
CS3773,68.14285714285714
CS2482,67.6774193548387
CS4085,71.23529411764706
CS7569,53.111111111111114
CS5083,75.92307692307692
CS4433,69.0909090909091
CS4436,65.91666666666667
CS3559,66.78260869565217
CS4031,79.77777777777777
CS1562,59.25
CS5114,80.5
CS7249,44.714285714285715
CS3072,64.11111111111111
CS5519,67.5
CS7880,45.7
CS8061,40.05
CS8730,53.23076923076923
CS3299,65.6086956521739
CS7195,49.44444444444444
CS2042,71.43478260869566
CS7812,42.89473684210526
CS7368,39.09090909090909
CS2763,76.27272727272727
CS1888,75.6086956521739
CS2724,83.28571428571429
CS5451,69.6875
CS1751,65.3913043478261
CS3982,68.875
CS2774,69.36363636363636
CS2731,78.9090909090909
CS5545,78.5
CS4377,58.42857142857143
CS5423,66.33333333333333
CS3730,74.70588235294117
CS8818,39.714285714285715
CS3886,72.52631578947368
CS3607,71.6
CS1390,63.68421052631579
CS7455,44.166666666666664
CS2188,59.36842105263158
CS5705,77.84615384615384
CS5542,73.17647058823529
CS8050,47.23076923076923
CS3583,63.76470588235294
CS2402,81.76923076923077
CS4930,72.0
CS4181,69.53333333333333
CS1228,72.0
CS3566,71.66666666666667
CS3823,70.79166666666667
CS2233,80.30434782608695
CS8442,45.08695652173913
CS2388,68.80952380952381
CS1726,66.47826086956522
CS3916,76.93333333333334
CS1300,72.72222222222223
CS4059,67.05263157894737
CS5164,64.27777777777777
CS8881,41.0
CS7663,48.94444444444444
CS1766,56.1578947368421
CS2113,70.07407407407408
CS8407,53.4
CS4045,63.0
CS8817,41.8
CS1115,75.4090909090909
CS7782,54.5
CS7545,46.10526315789474
CS4525,68.47826086956522
CS8536,47.733333333333334
CS2413,71.6
CS8481,44.2
CS7477,39.76923076923077
CS4298,72.88888888888889
CS2969,73.0
CS1776,71.28
CS8450,43.54545454545455
CS1472,65.3157894736842
CS2918,72.54166666666667
CS2445,59.73684210526316
CS2869,69.14285714285714
CS4663,67.07142857142857
CS5002,74.0909090909091
CS7529,49.2
CS3239,59.15384615384615
CS4487,74.38888888888889
CS3715,72.73684210526316
CS4372,63.125
CS7210,32.666666666666664
CS2228,69.21052631578948
CS7828,53.63636363636363
CS3503,67.23529411764706
CS7834,45.25
CS1809,71.42857142857143
CS5367,79.0952380952381
CS3370,68.44444444444444
CS7289,37.6
CS3326,69.04347826086956
CS1348,71.95454545454545
CS2891,75.95833333333333
CS1696,69.73684210526316
CS3345,73.63157894736842
CS3700,80.36363636363636
CS2096,71.0
CS2261,65.72222222222223
CS8398,44.666666666666664
CS3591,62.75
CS2638,67.6
CS3142,77.0
CS5298,67.46666666666667
CS7585,48.166666666666664
CS1889,65.18181818181819
CS7769,44.142857142857146
CS3192,74.25
CS5310,65.57142857142857
CS1461,68.1304347826087
CS7118,51.23076923076923
CS1931,65.05263157894737
CS1929,68.4375
CS8134,40.54545454545455
CS1557,66.4
CS7762,40.77777777777778
CS4127,78.05
CS4157,64.45454545454545
CS8720,46.0
CS3327,70.88461538461539
CS5593,68.65
CS1914,69.66666666666667
CS5281,66.82608695652173
CS7349,62.125
CS1568,80.2
CS2821,69.03703703703704
CS8778,36.785714285714285
CS2168,72.10526315789474
CS8418,31.5
CS7842,47.083333333333336
CS3514,76.6
CS8990,47.15384615384615
CS1701,66.11111111111111
CS7950,48.470588235294116
CS2649,69.52380952380952
CS4899,72.21052631578948
CS2405,69.5
CS4935,75.0
CS5953,66.36363636363636
CS3967,75.9375
CS2547,70.63157894736842
CS7658,41.8
CS2714,67.0
CS5799,72.76190476190476
CS4771,62.42857142857143
CS4173,72.1875
CS2810,72.13333333333334
CS5321,67.0
CS1521,74.55555555555556
CS8741,53.529411764705884
CS8880,53.30769230769231
CS7177,43.72727272727273
CS3315,69.42307692307692
CS8462,40.55555555555556
CS7113,47.0
CS7309,56.5
CS3459,64.80952380952381
CS3236,66.33333333333333
CS8247,44.25
CS7912,41.294117647058826
CS1590,60.25
CS3075,66.36842105263158
CS4425,59.57142857142857
CS5964,66.91304347826087
CS8010,45.8
CS4044,68.5
CS8480,48.714285714285715
CS4728,78.0
CS4192,63.333333333333336
CS1550,71.95454545454545
CS8666,48.583333333333336
CS5153,71.71428571428571
CS1957,73.82608695652173
CS8359,44.6
CS2703,64.6
CS2493,64.89285714285714
CS5497,70.125
CS2485,72.23809523809524
CS4732,74.8125
CS8339,40.111111111111114
CS2418,63.4
CS5241,64.05263157894737
CS4536,68.25
CS2308,70.0909090909091
CS4559,59.76923076923077
CS5923,72.33333333333333
CS8142,50.714285714285715
CS1967,71.05555555555556
CS4212,71.85
CS8547,44.36363636363637
CS7652,36.2
CS1802,70.85185185185185
CS2908,66.3125
CS8236,46.18181818181818
CS4034,70.91304347826087
CS2053,74.7
CS4509,66.55555555555556
CS7647,37.57142857142857
CS8182,37.25
CS3487,78.11111111111111
CS7528,41.857142857142854
CS8637,41.470588235294116
CS7771,40.84615384615385
CS3594,76.88461538461539
CS7636,28.272727272727273
CS3757,70.86363636363636
CS5056,78.6470588235294
CS1413,73.47368421052632
CS8705,53.23076923076923
CS7208,51.125
CS2525,71.75
CS7517,34.0
CS4328,70.19047619047619
CS2295,69.04761904761905
CS3230,64.3157894736842
CS3324,70.55555555555556
CS4178,63.607142857142854
CS1761,71.5
CS7393,33.92307692307692
CS3638,66.76923076923077
CS8976,49.583333333333336
CS5337,80.81818181818181
CS8221,48.76923076923077
CS4763,65.80952380952381
CS1642,69.66666666666667
CS2681,62.142857142857146
CS1546,79.77777777777777
CS7417,46.63636363636363
CS3397,70.3
CS7689,36.45454545454545
CS4228,62.61904761904762
CS2868,75.35
CS7159,43.3125
CS3812,68.8076923076923
CS3680,79.6923076923077
CS7274,53.07692307692308
CS6004,73.66666666666667
CS2579,66.86666666666666
CS2165,65.28571428571429
CS4514,61.470588235294116
CS8614,42.142857142857146
CS3678,72.55555555555556
CS2911,71.95238095238095
CS1734,68.61111111111111
CS1499,72.26923076923077
CS3159,73.1
CS2204,71.77777777777777
CS8835,45.73684210526316
CS5787,73.15384615384616
CS7979,52.416666666666664
CS7761,39.6
CS2832,66.04166666666667
CS8294,46.77777777777778
CS3706,66.51724137931035
CS2395,68.0909090909091
CS7112,42.666666666666664
CS2284,75.13793103448276
CS3180,76.44
CS8149,40.15384615384615
CS7820,43.5
CS3069,67.5909090909091
CS1760,74.76190476190476
CS1572,72.33333333333333
CS5793,78.0625
CS4266,62.73913043478261
CS2463,66.52941176470588
CS8762,46.4
CS7809,40.214285714285715
CS2676,70.54166666666667
CS2198,70.20833333333333
CS8204,42.875
CS2536,75.44
CS4915,67.0
CS3278,69.11111111111111
CS4570,69.44
CS8093,50.333333333333336
CS1198,71.4090909090909
CS3097,68.21052631578948
CS8074,42.666666666666664
CS3119,74.63636363636364
CS2352,76.95
CS3290,71.26086956521739
CS5826,69.58333333333333
CS2772,71.05882352941177
CS1618,68.23076923076923
CS8116,41.888888888888886
CS1249,80.26086956521739
CS4861,75.46666666666667
CS5300,76.6875
CS2105,64.2
CS8164,51.72727272727273
CS7530,44.75
CS8596,43.0
CS5605,73.27777777777777
CS7343,50.92857142857143
CS4209,66.04545454545455
CS2355,72.9
CS2616,63.22222222222222
CS7122,55.75
CS1945,72.71428571428571
CS2215,74.6
CS5895,75.0
CS8156,41.8
CS3741,68.6842105263158
CS4116,66.28
CS4972,68.23809523809524
CS1357,68.26923076923077
CS1643,77.29629629629629
CS3183,65.23809523809524
CS2643,74.72727272727273
CS4973,70.69565217391305
CS3826,65.95833333333333
CS3858,73.66666666666667
CS1531,71.72
CS1633,67.8076923076923
CS8430,48.76190476190476
CS8846,42.625
CS8085,41.904761904761905
CS3347,68.26315789473684
CS3576,70.7
CS5345,78.35
CS5401,73.95
CS1311,62.72222222222222
CS8365,56.0
CS3875,66.36363636363636
CS8513,57.42857142857143
CS8376,59.75
CS7494,36.5
CS5520,69.23529411764706
CS8080,47.4
CS3058,72.4
CS1217,71.55
CS1585,61.421052631578945
CS2424,76.8
CS3796,69.05263157894737
CS4325,79.625
CS1495,66.94117647058823
CS3258,67.4
CS7310,37.5
CS5843,70.3
CS7316,55.476190476190474
CS7256,32.90909090909091
CS8537,38.36363636363637
CS3498,67.27272727272727
CS3198,72.58333333333333
CS1680,63.94444444444444
CS7752,38.22222222222222
CS8153,38.92307692307692
CS3683,73.0952380952381
CS6060,73.0
CS1708,71.6
CS7878,44.8125
CS3529,69.76190476190476
CS5385,56.92307692307692
CS2315,63.875
CS7506,41.5
CS7916,46.22222222222222
CS5815,76.60714285714286
CS1500,65.53333333333333
CS8032,41.09090909090909
CS3721,67.75862068965517
CS7816,39.23076923076923
CS2392,71.55555555555556
CS8181,41.6
CS1322,75.53846153846153
CS4454,66.17647058823529
CS2601,73.6
CS1203,73.14285714285714
CS5582,67.9375
CS4910,69.55555555555556
CS2785,74.0
CS1256,68.63157894736842
CS5732,70.58333333333333
CS8524,46.36363636363637
CS4626,69.15
CS5172,64.85714285714286
CS8124,37.0
CS2176,67.85714285714286
CS3938,64.2
CS3869,74.86363636363636
CS1484,76.3125
CS5132,71.27272727272727
CS7236,33.625
CS8860,35.75
CS4904,60.666666666666664
CS3035,68.25
CS8261,45.8
CS8113,45.55
CS8220,48.31578947368421
CS3336,68.6470588235294
CS1830,69.11764705882354
CS4142,71.78947368421052
CS2992,64.4375
CS2947,70.94736842105263
CS1189,68.0
CS4336,69.625
CS5449,73.63636363636364
CS2197,71.23809523809524
CS4609,72.96428571428571
CS7968,45.63636363636363
CS1358,74.10526315789474
CS7563,44.61538461538461
CS5568,62.333333333333336
CS6010,73.0
CS2179,66.36666666666666
CS8463,43.7
CS5461,70.5909090909091
CS4674,81.55555555555556
CS4342,70.75
CS4452,68.21052631578948
CS1771,70.36842105263158
CS6042,68.11764705882354
CS7487,59.6
CS3555,66.33333333333333
CS5988,72.0
CS3897,71.36666666666666
CS5574,69.4
CS8412,42.90909090909091
CS1626,68.94117647058823
CS2497,62.88235294117647
CS2377,73.45833333333333
CS8543,42.0
CS7759,48.125
CS7406,44.94736842105263
CS8192,47.833333333333336
CS5771,67.36363636363636
CS8828,43.833333333333336
CS2057,72.82352941176471
CS2854,68.0
CS2728,74.4
CS7478,38.0
CS5501,68.76923076923077
CS3295,71.95652173913044
CS8167,39.333333333333336
CS8065,43.81818181818182
CS1563,65.17647058823529
CS7359,43.54545454545455
CS1394,73.07142857142857
CS4259,64.72727272727273
CS4882,71.0
CS1772,74.88888888888889
CS7191,36.8235294117647
CS2406,70.13333333333334
CS5692,69.5625
CS2489,64.63157894736842
CS2665,67.0
CS5090,73.9047619047619
CS3442,71.15384615384616
CS3436,73.88235294117646
CS5701,68.68
CS3892,66.38461538461539
CS7730,44.57142857142857
CS8362,49.0625
CS3172,66.5909090909091
CS3510,69.69565217391305
CS3908,77.65
CS3223,70.79166666666667
CS8452,46.416666666666664
CS4041,66.0
CS8532,45.42857142857143
CS1304,58.266666666666666
CS4353,78.73913043478261
CS7905,41.05
CS3539,74.0
CS8354,42.53846153846154
CS8423,46.93333333333333
CS7786,43.388888888888886
CS5552,67.2
CS1653,76.38461538461539
CS1383,75.12
CS8054,40.875
CS4529,68.72727272727273
CS2417,68.61111111111111
CS8387,40.0
CS7853,46.583333333333336
CS2486,70.9
CS1879,64.44444444444444
CS2277,70.08333333333333
CS1164,78.34615384615384
CS1320,76.77777777777777
CS1975,73.11111111111111
CS1225,58.76470588235294
CS6082,64.0
CS1119,77.2
CS8579,46.04
CS7245,42.666666666666664
CS1405,74.73076923076923
CS7467,43.785714285714285
CS8546,39.857142857142854
CS2409,65.93333333333334
CS1298,74.33333333333333
CS2046,75.92307692307692
CS4508,69.0
CS4035,68.84210526315789
CS4648,72.3125
CS2449,72.875
CS1600,66.55
CS2457,65.5
CS3235,60.76923076923077
CS1691,76.15
CS6111,74.19047619047619
CS5061,64.18181818181819
CS7219,42.69230769230769
CS3382,69.41666666666667
CS7133,43.5
CS8138,40.6
CS4241,62.111111111111114
CS8632,52.76923076923077
CS5147,66.5
CS1368,64.0
CS8871,41.523809523809526
CS8500,38.583333333333336
CS7766,46.625
CS1506,72.61111111111111
CS1956,70.6875
CS1153,70.77777777777777
CS3558,72.45
CS4888,77.04761904761905
CS8727,36.92307692307692
CS8908,26.7
CS1846,69.6923076923077
CS7225,46.5
CS4330,66.33333333333333
CS2564,69.625
CS5880,61.36363636363637
CS5079,63.869565217391305
CS7885,45.0
CS1561,72.13333333333334
CS4409,81.6470588235294
CS4122,71.4375
CS2150,60.5
CS4659,67.71428571428571
CS3212,80.42857142857143
CS8293,48.1764705882353
CS7541,45.0
CS2146,65.13636363636364
CS7603,48.25
CS2998,69.33333333333333
CS8283,40.07142857142857
CS8272,50.416666666666664
CS8688,46.1
CS4579,75.82608695652173
CS3018,62.63157894736842
CS4153,75.13333333333334
CS5840,67.53333333333333
CS7214,44.416666666666664
CS7633,48.65
CS4270,71.85714285714286
CS7994,55.72727272727273
CS2192,77.57142857142857
CS2955,70.05882352941177
CS1445,66.34782608695652
CS2563,62.05882352941177
CS5587,67.95454545454545
CS7231,49.75
CS8127,34.5
CS5739,70.2
CS1293,77.38095238095238
CS3998,75.16666666666667
CS3427,73.375
CS5675,71.83333333333333
CS7117,40.333333333333336
CS8643,43.642857142857146
